Travel Mode,Purpose,Public Mode,Vehicle,Month,Unit,Quantity,Day,Month,Year
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,17-Jan-20,Person,"32,282",17,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,17-Jan-20,Person,"32,243",17,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,17-Jan-20,Person,"217,218",17,Jan,2020
Rail,Provincial ,Public,Train,17-Jan-20,Person,"91,732",17,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,17-Jan-20,Person,"439,807",17,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,17-Jan-20,Person,"52,475",17,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,17-Jan-20,Person,"88,133",17,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,17-Jan-20,Person,"927,500",17,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,18-Jan-20,Person,"154,020",18,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),18-Jan-20,Unit,"1,009,182",18,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),18-Jan-20,Unit,"1,174,084",18,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),18-Jan-20,Unit,"1,426,672",18,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),18-Jan-20,Unit,"1,475,269",18,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,18-Jan-20,Person,"861,020",18,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),18-Jan-20,Person,"541,710",18,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,18-Jan-20,Person,"20,185",18,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,18-Jan-20,Person,"12,300",18,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,18-Jan-20,Person,"218,567",18,Jan,2020
Rail,Provincial ,Public,Train,18-Jan-20,Person,"84,864",18,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,18-Jan-20,Person,"315,114",18,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,18-Jan-20,Person,"34,532",18,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,18-Jan-20,Person,"69,517",18,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,18-Jan-20,Person,"665,200",18,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,19-Jan-20,Person,"162,852",19,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),19-Jan-20,Unit,"991,817",19,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),19-Jan-20,Unit,"1,116,268",19,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),19-Jan-20,Unit,"1,359,540",19,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),19-Jan-20,Unit,"1,386,457",19,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,19-Jan-20,Person,"814,408",19,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),19-Jan-20,Person,"534,096",19,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,19-Jan-20,Person,"17,625",19,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,19-Jan-20,Person,"10,228",19,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,19-Jan-20,Person,"200,130",19,Jan,2020
Rail,Provincial ,Public,Train,19-Jan-20,Person,"90,210",19,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,19-Jan-20,Person,"254,282",19,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,19-Jan-20,Person,"27,152",19,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,19-Jan-20,Person,"56,256",19,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,19-Jan-20,Person,"555,800",19,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,20-Jan-20,Person,"151,027",20,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),20-Jan-20,Unit,"925,085",20,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),20-Jan-20,Unit,"1,097,175",20,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),20-Jan-20,Unit,"1,570,930",20,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),20-Jan-20,Unit,"1,624,389",20,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,20-Jan-20,Person,"1,023,499",20,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),20-Jan-20,Person,"544,420",20,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,20-Jan-20,Person,"32,273",20,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,20-Jan-20,Person,"32,697",20,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,20-Jan-20,Person,"228,471",20,Jan,2020
Rail,Provincial ,Public,Train,20-Jan-20,Person,"83,522",20,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,20-Jan-20,Person,"416,312",20,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,20-Jan-20,Person,"51,400",20,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,20-Jan-20,Person,"78,462",20,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,20-Jan-20,Person,"865,500",20,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,21-Jan-20,Person,"143,574",21,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),21-Jan-20,Unit,"898,084",21,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),21-Jan-20,Unit,"1,075,345",21,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),21-Jan-20,Unit,"1,599,647",21,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),21-Jan-20,Unit,"1,660,208",21,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,21-Jan-20,Person,"1,032,404",21,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),21-Jan-20,Person,"534,101",21,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,21-Jan-20,Person,"31,241",21,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,21-Jan-20,Person,"32,143",21,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,21-Jan-20,Person,"214,783",21,Jan,2020
Rail,Provincial ,Public,Train,21-Jan-20,Person,"75,975",21,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,21-Jan-20,Person,"421,360",21,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,21-Jan-20,Person,"50,958",21,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,21-Jan-20,Person,"79,786",21,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,21-Jan-20,Person,"869,200",21,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,22-Jan-20,Person,"142,722",22,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),22-Jan-20,Unit,"909,900",22,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),22-Jan-20,Unit,"1,092,157",22,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),22-Jan-20,Unit,"1,584,561",22,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),22-Jan-20,Unit,"1,644,401",22,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,22-Jan-20,Person,"1,008,405",22,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),22-Jan-20,Person,"527,055",22,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,22-Jan-20,Person,"31,176",22,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,22-Jan-20,Person,"32,543",22,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,22-Jan-20,Person,"203,386",22,Jan,2020
Rail,Provincial ,Public,Train,22-Jan-20,Person,"74,350",22,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,22-Jan-20,Person,"420,999",22,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,22-Jan-20,Person,"50,401",22,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,22-Jan-20,Person,"79,147",22,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,22-Jan-20,Person,"863,200",22,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,23-Jan-20,Person,"145,672",23,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),23-Jan-20,Unit,"928,864",23,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),23-Jan-20,Unit,"1,104,980",23,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),23-Jan-20,Unit,"1,625,301",23,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),23-Jan-20,Unit,"1,686,739",23,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,23-Jan-20,Person,"1,008,231",23,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),23-Jan-20,Person,"531,519",23,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,23-Jan-20,Person,"30,949",23,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,23-Jan-20,Person,"32,361",23,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,23-Jan-20,Person,"203,083",23,Jan,2020
Rail,Provincial ,Public,Train,23-Jan-20,Person,"79,858",23,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,23-Jan-20,Person,"418,921",23,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,23-Jan-20,Person,"49,714",23,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,23-Jan-20,Person,"79,981",23,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,23-Jan-20,Person,"868,700",23,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,24-Jan-20,Person,"161,263",24,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),24-Jan-20,Unit,"990,371",24,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),24-Jan-20,Unit,"1,160,023",24,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),24-Jan-20,Unit,"1,703,222",24,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),24-Jan-20,Unit,"1,760,114",24,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,24-Jan-20,Person,"977,467",24,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),24-Jan-20,Person,"519,962",24,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,24-Jan-20,Person,"29,082",24,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,24-Jan-20,Person,"32,254",24,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,24-Jan-20,Person,"219,955",24,Jan,2020
Rail,Provincial ,Public,Train,24-Jan-20,Person,"91,189",24,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,24-Jan-20,Person,"417,066",24,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,24-Jan-20,Person,"50,377",24,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,24-Jan-20,Person,"81,197",24,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,24-Jan-20,Person,"887,500",24,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,25-Jan-20,Person,"154,822",25,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),25-Jan-20,Unit,"1,035,608",25,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),25-Jan-20,Unit,"1,164,631",25,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),25-Jan-20,Unit,"1,400,284",25,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),25-Jan-20,Unit,"1,438,960",25,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,25-Jan-20,Person,"843,602",25,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),25-Jan-20,Person,"525,411",25,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,25-Jan-20,Person,"21,797",25,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,25-Jan-20,Person,"12,546",25,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,25-Jan-20,Person,"223,656",25,Jan,2020
Rail,Provincial ,Public,Train,25-Jan-20,Person,"91,044",25,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,25-Jan-20,Person,"318,958",25,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,25-Jan-20,Person,"31,906",25,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,25-Jan-20,Person,"57,376",25,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,25-Jan-20,Person,"616,800",25,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,26-Jan-20,Person,"166,247",26,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),26-Jan-20,Unit,"1,013,639",26,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),26-Jan-20,Unit,"1,131,944",26,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),26-Jan-20,Unit,"1,254,434",26,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),26-Jan-20,Unit,"1,279,202",26,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,26-Jan-20,Person,"791,382",26,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),26-Jan-20,Person,"541,346",26,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,26-Jan-20,Person,"16,671",26,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,26-Jan-20,Person,"10,342",26,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,26-Jan-20,Person,"219,358",26,Jan,2020
Rail,Provincial ,Public,Train,26-Jan-20,Person,"91,312",26,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,26-Jan-20,Person,"244,187",26,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,26-Jan-20,Person,"25,900",26,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,26-Jan-20,Person,"50,164",26,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,26-Jan-20,Person,"527,200",26,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,27-Jan-20,Person,"153,945",27,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),27-Jan-20,Unit,"942,858",27,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),27-Jan-20,Unit,"1,108,349",27,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),27-Jan-20,Unit,"1,649,971",27,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),27-Jan-20,Unit,"1,701,299",27,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,27-Jan-20,Person,"1,002,019",27,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),27-Jan-20,Person,"540,934",27,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,27-Jan-20,Person,"30,785",27,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,27-Jan-20,Person,"32,126",27,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,27-Jan-20,Person,"206,488",27,Jan,2020
Rail,Provincial ,Public,Train,27-Jan-20,Person,"80,239",27,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,27-Jan-20,Person,"387,600",27,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,27-Jan-20,Person,"49,243",27,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,27-Jan-20,Person,"75,843",27,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,27-Jan-20,Person,"827,200",27,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,28-Jan-20,Person,"144,313",28,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),28-Jan-20,Unit,"896,452",28,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),28-Jan-20,Unit,"1,076,186",28,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),28-Jan-20,Unit,"1,636,256",28,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),28-Jan-20,Unit,"1,697,128",28,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,28-Jan-20,Person,"1,004,739",28,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),28-Jan-20,Person,"530,936",28,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,28-Jan-20,Person,"30,732",28,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,28-Jan-20,Person,"32,236",28,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,28-Jan-20,Person,"207,833",28,Jan,2020
Rail,Provincial ,Public,Train,28-Jan-20,Person,"72,426",28,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,28-Jan-20,Person,"404,920",28,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,28-Jan-20,Person,"51,044",28,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,28-Jan-20,Person,"76,150",28,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,28-Jan-20,Person,"852,700",28,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,29-Jan-20,Person,"141,870",29,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),29-Jan-20,Unit,"889,830",29,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),29-Jan-20,Unit,"1,081,135",29,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),29-Jan-20,Unit,"1,622,230",29,Jan,2020
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),29-Jan-20,Unit,"1,681,936",29,Jan,2020
Road ,Bangkok ,Public,รถเมล์ ขสมก.,29-Jan-20,Person,"1,007,042",29,Jan,2020
Road ,Bangkok ,Public,รถร่วม (หมวด 1),29-Jan-20,Person,"519,550",29,Jan,2020
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,29-Jan-20,Person,"30,441",29,Jan,2020
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,29-Jan-20,Person,"32,213",29,Jan,2020
Waterway,Bangkok ,Public,เรือภูมิภาค,29-Jan-20,Person,"190,986",29,Jan,2020
Rail,Provincial ,Public,Train,29-Jan-20,Person,"67,246",29,Jan,2020
Rail,Bangkok ,Public,Blue Line MRT,29-Jan-20,Person,"401,754",29,Jan,2020
Rail,Bangkok ,Public,Purple Line MRT,29-Jan-20,Person,"50,013",29,Jan,2020
Rail,Bangkok ,Public,Airport Rail Link,29-Jan-20,Person,"74,102",29,Jan,2020
Rail,Bangkok ,Public,BTS Skytrain,29-Jan-20,Person,"847,400",29,Jan,2020
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,30-Jan-20,Person,"142,709",30,Jan,2020
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),30-Jan-20,Unit,"917,270",30,Jan,2020
